영화명,개봉일,누적관객수,배급사,감독,배우
쌍화점,2008-12-30,3749034,(주)쇼박스,유하,"조인성,주진모,송지효,심지호,임주환,여욱환,송중기,노민우,조강현,김기방,홍종현,김기석,현우,박종수,김효주,조상민,박지민,백승호,한지원,서영주,유정연,박재연,박상민,정광민,김세정,김세희,김태수,정우진,박선영,최승희,정성일,이승구,김수지,이진아,이주훈,서영주,손종학,조진웅,박성훈,이세랑,임현성,권태원,이성우,김기범"
"달마야, 서울 가자",2004-07-09,703507,CJENM,육상효,"김지영,신현준,유해진,이성호,정진영,윤지연,이원종,김만수,홍성훈,박진,박찬민,하상호,임철민,공유석,김성구,이준회,신정근,정한용,전소현,염동헌,박윤호"
마법천자문: 대마왕의 부활을 막아라,2010-08-19,121572,CJENM,윤영기,"박현,인한국,윤소라,윤지수,박연진,정선혜"
아홉살 인생,2004-03-26,85312,CJENM,윤인호,"윤범호,김석,최성,이세영,나아현,김명재,정선경,안내상,송수근,송현석,노현정,이동혁,김경수,최덕문,신정근,지대한"
더 게임,2008-01-30,1479859,0,윤인호,"변희봉,손현주,신하균,이혜영,김혁,노승범,박유리,김효배,박유리,차승환,김석현,유영권,이용철,신정근,이은성,최욱,한재영"
시크릿,2009-12-03,1043602,CJENM,윤재구,"차승원,송윤아,류승룡,김수남,박효주,한아름,천지윤,박경소,임기홍,이엘,김주석,김준영,박진우,이철민,오정세,최성민,곽민호,김민교,송지인,예수정,정인기,이장유,최윤슬"
심장이 뛴다,2011-01-05,18296,롯데쇼핑㈜롯데엔터테인먼트,윤재근,"김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,권민경,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호,김재경,정다혜,백도겸"
요가학원,2009-08-20,268627,(주)싸이더스,윤재연,"유진,박한별,차수연,조은지,정혜진,황하나,윤진성,이혜상,이선호,이영진,조덕제,반민정,장리우,황승언,김승훈,정인기,최다니엘"
낭만자객,2003-12-05,48744,CJENM,윤제균,"김민종,최성국,진재영,신이,허태구,김미미,신정선,최영훈,권성환,강성필,전국환,김태곤,진구,왕빛나"
1번가의 기적,2007-02-14,2535450,CJENM,윤제균,"하지원,임창정,강예원,정두홍,박용주,신윤주,남동협,채백호,최광섭,김서경,곽진석,오수현,이규원,주현,이용녀,김희원,박영수,정민성,곽진석"
해운대,2009-07-22,11324433,CJENM,윤제균,"설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,근휘,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑,지대한,천보근,박영수,염동헌,주민하,강예원,손희순,변상윤"
용서받지 못한 자,2005-11-18,10700,영화사청어람(주),윤종빈,"서장원,하정우,윤종빈,손상범,한승주,서민교,구성모,이영기,이혜민,윤부희,임현성,한성천"
마린보이,2009-02-05,827647,CJENM,윤종석,"김강우,조재현,박시연,강병철,김호성,신상열,홍의정,김준원,신현규,안재정,원동연,김성규,정광진,박상욱,김철준,이정범,이주현,오대환,박병은,조재윤,이원종,김준배,최정우,엄효섭,임형국,신유람"
청연,2005-12-29,496003,코리아픽쳐스(주),윤종찬,"장진영,김주혁,김응수,한지민,나카무라토오루,진태현,현종욱,최호진,박상윤,박성진,임정혁,유재명,이승호,김기천,주부진"
목두기 비디오,2005-07-15,1000,(주)동숭아트센터,윤준형,"양아람,조연호,이교원,김상민"
"소년, 천국에 가다",2005-11-11,207189,(주)쇼박스,윤태용,"염정아,박해일,홍수연,이봉원,손보현,김만근,조민수,조상호,박은수,조우영,안보영,안지영,김보라,강유근,장영석,박미선,이석예,이수일"
색즉시공 시즌2,2007-12-12,2002423,CJENM,윤태윤,"임창정,송지효,최성국,신이,김태호,김형일,정혜윤,홍지영,박민아,양현주,이진운,김정현,이상윤,박영수,김정민,송재룡"
갑과 을 그리고 병,1900-01-01,134,0,윤하영,"권화운,왕환윤"
울 엄마는 비행기,1900-01-01,32,0,율리아아로노바,0
엘사의 세상,1900-01-01,33,0,율리야깔레스닉,0
소림퇴마: 악마사냥꾼,2020-02-03,988,(주)소나무픽쳐스,은박,"손동심,김우백"
자연의 건축가 유진 추이,1900-01-01,7,0,이경,0
밤비 내리는 목소리,1900-01-01,50,0,이가라시코헤이,0
누드모델의 목적,2020-04-03,244,(유)조이앤컨텐츠그룹,이가온,0
환각섹스,2020-04-03,244,(유)조이앤컨텐츠그룹,이가온,0
야만의 무기,1900-01-01,46,0,이강길,0
파산의 기술,1900-01-01,24,0,이강현,"이민아,이승희"
해피 에로 크리스마스,2003-12-17,71441,(주)튜브엔터테인먼트,이건동,"김선아,차태현,박영규,김지영,송윤희,조미영,홍성규,조상렬,신영운,박윤미,최창우,김현두,박창호,김경란,김동규,고현용,천승철,김선용,윤동원,박성범,최영두,김형범,정석용,오태경,손진호,김중기,박충선,염동헌,이청아,오창경"
잘돼가? 무엇이든,1900-01-01,3,0,이경미,"서영주,최희진,맹봉학"
미쓰 홍당무,2008-10-16,539031,(주)벤티지홀딩스,이경미,"공효진,이종혁,서우,황우슬혜,방은진,배성우,서영주,서보익,라미란,김희영,박지수,정준수,장진영,장혜진,양현진,최희진,봉준호,박찬욱,정정훈"
왈츠 속의 탱고,1900-01-01,223,0,이경진,오희준
파이스토리,2006-07-06,228118,CJENM,"이경호,폭스존,베이커하워드E.","김형준,김현중(SS),박정민,박정민,권희덕,유준,이영기,임채무"
야수와 미녀,2005-10-27,1339833,(주)쇼박스,이계벽,"류승범,신민아,김강우,허명행,손정민,송민석,김원중,조주현,안성진,서승억,차재선,박근석,박대희,윤종신,이홍표,권성환,최인경,김주일,이정필,김병옥,함은정,안길강,유다인"
서간도,1900-01-01,3,0,이계현,0
1942: 언노운 배틀,2020-07-29,5399,(주)제이앤씨미디어그룹,이고르카피로브,"세르게이자코브,이반바타레프,알렉산드르버카로프"
"샤샤와 그리샤,그리고 이언",1900-01-01,36,0,이고르코빌린스키,0
정자왕 3D,2014-12-18,54,주식회사루믹스미디어,이공락,"두문택,조시호,요시자와아키호"
아빠가 여자를 좋아해,2010-01-14,174333,(주)쇼박스,이광재,"김지석,이나영,박정현,김희수,조아름,장남열,태인호,이필모,김희원,이창훈,김응수"
천년호,2003-11-28,25292,CJENM,이광훈,"정준호,김효진,김혜리,최원석,강신일,박동빈"
꽃미남 연쇄 테러 사건,2007-07-26,98259,영화사청어람(주),이권,"권병길,이새별,김기범,김석주,강인,김종운(예성),이성민,류정아,박정수(이특),신동희(신동),이혁재(은혁),한경,김희철,김효섭,김미애,김흥민,동해,김려욱(려욱),신동,시원,권유리,황다은,조은희,박태호,한소영,변승현,김가람,고경진,유승엽,이희택,최영석,정인기,김기범"
리턴,2007-08-08,641852,CJENM,이규만,"김명민,김병철,정유석,김태우,유준상,김유미,허행욱,박정순,조지은,박효진,노남석,한상문,백승환,김나래,김건수,전영현,김경택,이민규,유석진,이지형,최민경,전만재,전우진,임말숙,최승희,오세윤,최윤영,김진선,김지선,김은아,조승연,서영화,장준녕,김뢰하,이승호"
"DMZ, 비무장지대",2004-11-26,102233,영화사청어람(주),이규형,"김정훈,정채경,박건형,김종환,조경진,조대영,박현욱,박현주,노장식,장광익,박상현,최수안,이영종,이영호,김종학,김종환,이지수,박휘순,이대연,정은표,리우진,이계형"
다락방의 비밀,1900-01-01,97,0,이나오미노루,"하즈키호타루,사토미요코,나카미츠세이지"
평범한 날들,2011-09-29,87,㈜인디스토리,이난,"박일목,송새벽,김미소,이주승,한예리,김명규,홍재희,최희진,배수정,임은영,박인수,김승훈,박성연,정인겸"
파리의 지붕 밑,1900-01-01,10,0,이네살림,"미셸피콜리,밀레느드몽죠"
이웃 13호,1900-01-01,162,0,이노우에야스오,"나카무라시도,오구리슌"
아오노란: 소마 이야기,1900-01-01,81,0,이노우에히데노리,0
촉루성의 7인-레드버전,2008-11-06,142,0,이노우에히데노리,"후루타아라타,미즈노미키,사토히토미,사카이마키"
청초한 육덕 아내와 집주인,2020-03-29,1,(주)빅콘미디어,이누가미료,0
금발의 초원,2006-09-28,5547,(주)스폰지이엔티,이누도잇신,"이케와키치즈루,이세야유스케"
제로 포커스,2010-03-25,12065,CJENM,이누도잇신,"히로스에료코,나카타니미키,키무라타에"
황색 눈물,2007-06-14,42138,(주)스폰지이엔티,이누도잇신,"니노미야카즈나리,사쿠라이쇼,마츠모토준"
"조제, 호랑이 그리고 물고기들",2004-10-29,52850,(주)디스테이션,이누도잇신,"츠마부키사토시,이케와키치즈루"
메종 드 히미코,2006-01-26,89092,(주)스폰지이엔티,이누도잇신,"시바사키코우,오다기리조"
우리개 이야기,2006-06-08,5250,(주)영화랑,"이누도잇신,테츠히사네즈,사토신스케","나카무라시도,이토미사키,미야자키아오이"
왕각흑야,1900-01-01,1,0,이동승,"장백지,오언조"
신주쿠 사건,2009-06-18,43462,한국소니픽쳐스릴리징브에나비스타영화㈜,이동승,"성룡,판빙빙,타케나카나오토,카토마사야"
"안녕, 루키",1900-01-01,266,씨앗,이동욱,0
X10,1900-01-01,41,0,이동한,0
내셔널 트레져 285,1900-01-01,7,0,이량훈,0
스노우 래빗,1900-01-01,1,0,이루비,0
달이 찰 때까지,1900-01-01,36,0,이리,이마이즈미코이치
철인 28호 - 백주의 잔월,1900-01-01,80,0,이마가와야스히로,쿠마이모토코
마이 러브,2005-01-21,28,(주)아펙스엔터테인먼트,이마놀우리베,"후안호세발레스타,클라라라고"
대나무숲의 유언,1900-01-01,9,0,이마다사토시,0
미친 시간,1900-01-01,106,0,이마리오,이마리오
붉은 다리 아래 따뜻한 물,2004-04-30,1457,(주)동숭아트센터,이마무라쇼헤이,"시미즈미사,바이쇼미츠코"
도시락,1900-01-01,144,0,이마오카신지,하야시유미카
개구리의 노래,2008-01-01,160,0,이마오카신지,"코나츠,히라사와리나코"
"연공:안녕, 사랑하는 모든 것",2008-11-13,31183,(주)성원아이컴,이마이나츠키,"아라가키유이,미우라하루마"
창공에 산다,1968-01-01,424,0,이만희,"강신성일,장동휘,남정임"
헛간의 마돈나,1900-01-01,11,0,이맘하사노프,0
"나의 사랑, 나의 신부",1990-12-29,38,0,이명세,"박중훈,최진실,최종원,김보연,윤문식,권병길"
첫사랑,1993-01-22,103,0,이명세,"김혜수,최종원,조민기,송영창,서동수,권병길"
개그맨,1989-06-24,128,0,이명세,"안성기,황신혜,최종원"
형사 Duelist,2005-09-08,922183,코리아픽쳐스(주),이명세,"강동원,안성기,하지원,장민,함성원,이동렬,이상태,김성언,박민석,장민영,박세환,박승호,김신용,이응재,송영창,김준배,김보연,서동수,윤주상,박명신,박수영,변상윤"
세번째 시선,2006-11-23,3510,(주)영화사진진,"이미연,정윤철,홍기선,김선,김현필","정진영,김태우,전혜진,오지혜,김현일,이기한,강시원,유성훈,이호진,정기환,임정호,김진의,이광진"
